score,url_a,title_a,url_b,title_b,same_service,same_city
0.897,https://rukn-eltatawer.com/eg/en/interior-design-decor-mansoura-en/,"Interior design and décor in Mansoura, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-mansoura-en/,"Villa finishing in Mansoura, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/interior-design-decor-mansoura-en/,"Interior design and décor in Mansoura, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-mansoura-en/,"Apartment finishing in Mansoura, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/dressing-room-nasr-city-en/,"Dressing room in Nasr City, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-nasr-city-en/,"Interior design and décor in Nasr City, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/custom-kitchens-nasr-city-en/,"Custom kitchens in Nasr City, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-nasr-city-en/,"Interior design and décor in Nasr City, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/interior-design-decor-nasr-city-en/,"Interior design and décor in Nasr City, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-nasr-city-en/,"Villa finishing in Nasr City, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/interior-design-decor-nasr-city-en/,"Interior design and décor in Nasr City, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-nasr-city-en/,"Apartment finishing in Nasr City, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/gypsum-installer-sheikh-zayed-en/,"Gypsum technician in Sheikh Zayed, Egypt",https://rukn-eltatawer.com/eg/en/painter-sheikh-zayed-en/,"Painter in Sheikh Zayed, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/painter-sheikh-zayed-en/,"Painter in Sheikh Zayed, Egypt",https://rukn-eltatawer.com/eg/en/electrician-sheikh-zayed-en/,"Electrician in Sheikh Zayed, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/electrician-sheikh-zayed-en/,"Electrician in Sheikh Zayed, Egypt",https://rukn-eltatawer.com/eg/en/plumber-sheikh-zayed-en/,"Plumber in Sheikh Zayed, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/plumber-sheikh-zayed-en/,"Plumber in Sheikh Zayed, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-sheikh-zayed-en/,"Carpenter in Sheikh Zayed, Egypt",False,True
0.897,https://rukn-eltatawer.com/eg/en/chalet-furnishing-rental-new-alamein-en/,"Chalet furnishing for rental in New Alamein, Egypt",https://rukn-eltatawer.com/eg/en/coastal-villa-finishing-new-alamein-en/,"Coastal villa finishing in New Alamein, Egypt",False,False
0.896,https://rukn-eltatawer.com/eg/en/interior-design-decor-mahalla-en/,"Interior design and décor in El Mahalla El Kubra, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-mahalla-en/,"Gypsum technician in El Mahalla El Kubra, Egypt",False,False
0.896,https://rukn-eltatawer.com/eg/en/interior-design-decor-tanta-en/,"Interior design and décor in Tanta, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-tanta-en/,"Gypsum technician in Tanta, Egypt",False,True
0.896,https://rukn-eltatawer.com/eg/en/interior-design-decor-mokattam-en/,"Interior design and décor in Mokattam, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-mokattam-en/,"Gypsum technician in Mokattam, Egypt",False,True
0.896,https://rukn-eltatawer.com/eg/en/gypsum-installer-6-october-en/,"Gypsum technician in 6th of October, Egypt",https://rukn-eltatawer.com/eg/en/painter-6-october-en/,"Painter in 6th of October, Egypt",False,True
0.896,https://rukn-eltatawer.com/eg/en/painter-6-october-en/,"Painter in 6th of October, Egypt",https://rukn-eltatawer.com/eg/en/electrician-6-october-en/,"Electrician in 6th of October, Egypt",False,True
0.896,https://rukn-eltatawer.com/eg/en/electrician-6-october-en/,"Electrician in 6th of October, Egypt",https://rukn-eltatawer.com/eg/en/plumber-6-october-en/,"Plumber in 6th of October, Egypt",False,True
0.896,https://rukn-eltatawer.com/eg/en/plumber-6-october-en/,"Plumber in 6th of October, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-6-october-en/,"Carpenter in 6th of October, Egypt",False,True
0.896,https://rukn-eltatawer.com/eg/en/chalet-furnishing-rental-new-alamein-en/,"Chalet furnishing for rental in New Alamein, Egypt",https://rukn-eltatawer.com/eg/en/coastal-custom-kitchens-new-alamein-en/,"Custom kitchens in New Alamein, Egypt",False,False
0.896,https://rukn-eltatawer.com/eg/en/interior-design-decor-luxor-en/,"Interior design and décor in Luxor, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-luxor-en/,"Gypsum technician in Luxor, Egypt",False,True
0.896,https://rukn-eltatawer.com/eg/en/interior-design-decor-obour-city-en/,"Interior design and décor in Obour, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-obour-city-en/,"Gypsum technician in Obour, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/home-villa-cleaning-fifth-settlement-en/,"Home and villa cleaning in Fifth Settlement, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-fifth-settlement-en/,"Interior design and décor in Fifth Settlement, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/interior-design-decor-fifth-settlement-en/,"Interior design and décor in Fifth Settlement, Egypt",https://rukn-eltatawer.com/eg/en/leak-detection-insulation-fifth-settlement-en/,"Leak detection and insulation in Fifth Settlement, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/interior-design-decor-fifth-settlement-en/,"Interior design and décor in Fifth Settlement, Egypt",https://rukn-eltatawer.com/eg/en/home-villa-maintenance-fifth-settlement-en/,"Home and villa maintenance in Fifth Settlement, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/dressing-room-new-october-en/,"Dressing room in New October, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-new-october-en/,"Interior design and décor in New October, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/custom-kitchens-new-october-en/,"Custom kitchens in New October, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-new-october-en/,"Interior design and décor in New October, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/interior-design-decor-new-october-en/,"Interior design and décor in New October, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-new-october-en/,"Villa finishing in New October, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/interior-design-decor-new-october-en/,"Interior design and décor in New October, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-new-october-en/,"Apartment finishing in New October, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/gypsum-installer-mansoura-en/,"Gypsum technician in Mansoura, Egypt",https://rukn-eltatawer.com/eg/en/painter-mansoura-en/,"Painter in Mansoura, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/painter-mansoura-en/,"Painter in Mansoura, Egypt",https://rukn-eltatawer.com/eg/en/electrician-mansoura-en/,"Electrician in Mansoura, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/electrician-mansoura-en/,"Electrician in Mansoura, Egypt",https://rukn-eltatawer.com/eg/en/plumber-mansoura-en/,"Plumber in Mansoura, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/plumber-mansoura-en/,"Plumber in Mansoura, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-mansoura-en/,"Carpenter in Mansoura, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/gypsum-installer-nasr-city-en/,"Gypsum technician in Nasr City, Egypt",https://rukn-eltatawer.com/eg/en/painter-nasr-city-en/,"Painter in Nasr City, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/painter-nasr-city-en/,"Painter in Nasr City, Egypt",https://rukn-eltatawer.com/eg/en/electrician-nasr-city-en/,"Electrician in Nasr City, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/electrician-nasr-city-en/,"Electrician in Nasr City, Egypt",https://rukn-eltatawer.com/eg/en/plumber-nasr-city-en/,"Plumber in Nasr City, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/plumber-nasr-city-en/,"Plumber in Nasr City, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-nasr-city-en/,"Carpenter in Nasr City, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/coastal-interior-design-north-coast-en/,"Coastal interior design in North Coast, Egypt",https://rukn-eltatawer.com/eg/en/chalet-finishing-north-coast-en/,"Chalet finishing in North Coast, Egypt",False,False
0.895,https://rukn-eltatawer.com/eg/en/gypsum-installer-badr-city-en/,"Gypsum technician in Badr City, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-badr-city-en/,"Carpenter in Badr City, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/painter-badr-city-en/,"Painter in Badr City, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-badr-city-en/,"Carpenter in Badr City, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/electrician-badr-city-en/,"Electrician in Badr City, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-badr-city-en/,"Carpenter in Badr City, Egypt",False,True
0.895,https://rukn-eltatawer.com/eg/en/chalet-furnishing-rental-ain-sokhna-en/,"Chalet furnishing for rental in Ain Sokhna, Egypt",https://rukn-eltatawer.com/eg/en/chalet-finishing-ain-sokhna-en/,"Chalet finishing in Ain Sokhna, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-aswan-en/,"Interior design and décor in Aswan, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-aswan-en/,"Gypsum technician in Aswan, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-assiut-en/,"Interior design and décor in Assiut, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-assiut-en/,"Gypsum technician in Assiut, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/dressing-room-hadayek-october-en/,"Dressing room in Hadayek October, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-hadayek-october-en/,"Interior design and décor in Hadayek October, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/custom-kitchens-hadayek-october-en/,"Custom kitchens in Hadayek October, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-hadayek-october-en/,"Interior design and décor in Hadayek October, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-hadayek-october-en/,"Interior design and décor in Hadayek October, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-hadayek-october-en/,"Villa finishing in Hadayek October, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-hadayek-october-en/,"Interior design and décor in Hadayek October, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-hadayek-october-en/,"Apartment finishing in Hadayek October, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/gypsum-installer-al-rehab-en/,"Gypsum technician in Al Rehab, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-al-rehab-en/,"Carpenter in Al Rehab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/painter-al-rehab-en/,"Painter in Al Rehab, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-al-rehab-en/,"Carpenter in Al Rehab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/electrician-al-rehab-en/,"Electrician in Al Rehab, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-al-rehab-en/,"Carpenter in Al Rehab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/gypsum-installer-beni-suef-en/,"Gypsum technician in Beni Suef, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-beni-suef-en/,"Carpenter in Beni Suef, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/painter-beni-suef-en/,"Painter in Beni Suef, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-beni-suef-en/,"Carpenter in Beni Suef, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/electrician-beni-suef-en/,"Electrician in Beni Suef, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-beni-suef-en/,"Carpenter in Beni Suef, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/dressing-room-new-borg-el-arab-en/,"Dressing room in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/painter-new-borg-el-arab-en/,"Painter in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/dressing-room-new-borg-el-arab-en/,"Dressing room in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/electrician-new-borg-el-arab-en/,"Electrician in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/dressing-room-new-borg-el-arab-en/,"Dressing room in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/plumber-new-borg-el-arab-en/,"Plumber in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/custom-kitchens-new-borg-el-arab-en/,"Custom kitchens in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/painter-new-borg-el-arab-en/,"Painter in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/custom-kitchens-new-borg-el-arab-en/,"Custom kitchens in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/electrician-new-borg-el-arab-en/,"Electrician in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/custom-kitchens-new-borg-el-arab-en/,"Custom kitchens in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/plumber-new-borg-el-arab-en/,"Plumber in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/villa-finishing-new-borg-el-arab-en/,"Villa finishing in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/painter-new-borg-el-arab-en/,"Painter in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/villa-finishing-new-borg-el-arab-en/,"Villa finishing in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/electrician-new-borg-el-arab-en/,"Electrician in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/villa-finishing-new-borg-el-arab-en/,"Villa finishing in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/plumber-new-borg-el-arab-en/,"Plumber in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/apartment-finishing-new-borg-el-arab-en/,"Apartment finishing in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/painter-new-borg-el-arab-en/,"Painter in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/apartment-finishing-new-borg-el-arab-en/,"Apartment finishing in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/electrician-new-borg-el-arab-en/,"Electrician in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/apartment-finishing-new-borg-el-arab-en/,"Apartment finishing in New Borg El Arab, Egypt",https://rukn-eltatawer.com/eg/en/plumber-new-borg-el-arab-en/,"Plumber in New Borg El Arab, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/coastal-custom-kitchens-ain-sokhna-en/,"Custom kitchens in Ain Sokhna, Egypt",https://rukn-eltatawer.com/eg/en/chalet-finishing-ain-sokhna-en/,"Chalet finishing in Ain Sokhna, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-minya-en/,"Interior design and décor in Minya, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-minya-en/,"Gypsum technician in Minya, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-smouha-en/,"Interior design and décor in Smouha, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-smouha-en/,"Gypsum technician in Smouha, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/dressing-room-madinaty-en/,"Dressing room in Madinaty, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-madinaty-en/,"Interior design and décor in Madinaty, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/custom-kitchens-madinaty-en/,"Custom kitchens in Madinaty, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-madinaty-en/,"Interior design and décor in Madinaty, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-madinaty-en/,"Interior design and décor in Madinaty, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-madinaty-en/,"Villa finishing in Madinaty, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-madinaty-en/,"Interior design and décor in Madinaty, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-madinaty-en/,"Apartment finishing in Madinaty, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/pest-control-fifth-settlement-en/,"Pest control in Fifth Settlement, Egypt",https://rukn-eltatawer.com/eg/en/painter-fifth-settlement-en/,"Painter in Fifth Settlement, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/dressing-room-fifth-settlement-en/,"Dressing room in Fifth Settlement, Egypt",https://rukn-eltatawer.com/eg/en/painter-fifth-settlement-en/,"Painter in Fifth Settlement, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/custom-kitchens-fifth-settlement-en/,"Custom kitchens in Fifth Settlement, Egypt",https://rukn-eltatawer.com/eg/en/painter-fifth-settlement-en/,"Painter in Fifth Settlement, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/villa-finishing-fifth-settlement-en/,"Villa finishing in Fifth Settlement, Egypt",https://rukn-eltatawer.com/eg/en/painter-fifth-settlement-en/,"Painter in Fifth Settlement, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/apartment-finishing-fifth-settlement-en/,"Apartment finishing in Fifth Settlement, Egypt",https://rukn-eltatawer.com/eg/en/painter-fifth-settlement-en/,"Painter in Fifth Settlement, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-banha-en/,"Interior design and décor in Banha, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-banha-en/,"Gypsum technician in Banha, Egypt",False,True
0.894,https://rukn-eltatawer.com/eg/en/interior-design-decor-heliopolis-en/,"Interior design and décor in Heliopolis, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-heliopolis-en/,"Gypsum technician in Heliopolis, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/dressing-room-damietta-en/,"Dressing room in Damietta, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-damietta-en/,"Interior design and décor in Damietta, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/custom-kitchens-damietta-en/,"Custom kitchens in Damietta, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-damietta-en/,"Interior design and décor in Damietta, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-damietta-en/,"Interior design and décor in Damietta, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-damietta-en/,"Villa finishing in Damietta, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-damietta-en/,"Interior design and décor in Damietta, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-damietta-en/,"Apartment finishing in Damietta, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/dressing-room-mostakbal-city-en/,"Dressing room in Mostakbal City, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-mostakbal-city-en/,"Interior design and décor in Mostakbal City, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/custom-kitchens-mostakbal-city-en/,"Custom kitchens in Mostakbal City, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-mostakbal-city-en/,"Interior design and décor in Mostakbal City, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-mostakbal-city-en/,"Interior design and décor in Mostakbal City, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-mostakbal-city-en/,"Villa finishing in Mostakbal City, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-mostakbal-city-en/,"Interior design and décor in Mostakbal City, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-mostakbal-city-en/,"Apartment finishing in Mostakbal City, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/gypsum-installer-kafr-el-sheikh-en/,"Gypsum technician in Kafr El Sheikh, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-kafr-el-sheikh-en/,"Carpenter in Kafr El Sheikh, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/painter-kafr-el-sheikh-en/,"Painter in Kafr El Sheikh, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-kafr-el-sheikh-en/,"Carpenter in Kafr El Sheikh, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/electrician-kafr-el-sheikh-en/,"Electrician in Kafr El Sheikh, Egypt",https://rukn-eltatawer.com/eg/en/carpenter-kafr-el-sheikh-en/,"Carpenter in Kafr El Sheikh, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/home-villa-cleaning-new-capital-en/,"Home and villa cleaning in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/dressing-room-new-capital-en/,"Dressing room in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/home-villa-cleaning-new-capital-en/,"Home and villa cleaning in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/custom-kitchens-new-capital-en/,"Custom kitchens in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/home-villa-cleaning-new-capital-en/,"Home and villa cleaning in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-new-capital-en/,"Villa finishing in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/home-villa-cleaning-new-capital-en/,"Home and villa cleaning in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-new-capital-en/,"Apartment finishing in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/dressing-room-new-capital-en/,"Dressing room in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/home-villa-maintenance-new-capital-en/,"Home and villa maintenance in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/custom-kitchens-new-capital-en/,"Custom kitchens in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/home-villa-maintenance-new-capital-en/,"Home and villa maintenance in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-new-capital-en/,"Interior design and décor in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-new-capital-en/,"Gypsum technician in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/villa-finishing-new-capital-en/,"Villa finishing in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/home-villa-maintenance-new-capital-en/,"Home and villa maintenance in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/apartment-finishing-new-capital-en/,"Apartment finishing in New Administrative Capital, Egypt",https://rukn-eltatawer.com/eg/en/home-villa-maintenance-new-capital-en/,"Home and villa maintenance in New Administrative Capital, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-suez-en/,"Interior design and décor in Suez, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-suez-en/,"Gypsum technician in Suez, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/dressing-room-maadi-en/,"Dressing room in Maadi, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-maadi-en/,"Interior design and décor in Maadi, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/custom-kitchens-maadi-en/,"Custom kitchens in Maadi, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-maadi-en/,"Interior design and décor in Maadi, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-maadi-en/,"Interior design and décor in Maadi, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-maadi-en/,"Villa finishing in Maadi, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-maadi-en/,"Interior design and décor in Maadi, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-maadi-en/,"Apartment finishing in Maadi, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/chalet-furnishing-rental-new-alamein-en/,"Chalet furnishing for rental in New Alamein, Egypt",https://rukn-eltatawer.com/eg/en/coastal-interior-design-new-alamein-en/,"Coastal interior design in New Alamein, Egypt",False,False
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-qena-en/,"Interior design and décor in Qena, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-qena-en/,"Gypsum technician in Qena, Egypt",False,True
0.893,https://rukn-eltatawer.com/eg/en/interior-design-decor-port-said-en/,"Interior design and décor in Port Said, Egypt",https://rukn-eltatawer.com/eg/en/gypsum-installer-port-said-en/,"Gypsum technician in Port Said, Egypt",False,True
0.892,https://rukn-eltatawer.com/eg/en/dressing-room-mahalla-en/,"Dressing room in El Mahalla El Kubra, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-mahalla-en/,"Interior design and décor in El Mahalla El Kubra, Egypt",False,False
0.892,https://rukn-eltatawer.com/eg/en/custom-kitchens-mahalla-en/,"Custom kitchens in El Mahalla El Kubra, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-mahalla-en/,"Interior design and décor in El Mahalla El Kubra, Egypt",False,False
0.892,https://rukn-eltatawer.com/eg/en/interior-design-decor-mahalla-en/,"Interior design and décor in El Mahalla El Kubra, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-mahalla-en/,"Villa finishing in El Mahalla El Kubra, Egypt",False,False
0.892,https://rukn-eltatawer.com/eg/en/interior-design-decor-mahalla-en/,"Interior design and décor in El Mahalla El Kubra, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-mahalla-en/,"Apartment finishing in El Mahalla El Kubra, Egypt",False,False
0.892,https://rukn-eltatawer.com/eg/en/dressing-room-tanta-en/,"Dressing room in Tanta, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-tanta-en/,"Interior design and décor in Tanta, Egypt",False,True
0.892,https://rukn-eltatawer.com/eg/en/custom-kitchens-tanta-en/,"Custom kitchens in Tanta, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-tanta-en/,"Interior design and décor in Tanta, Egypt",False,True
0.892,https://rukn-eltatawer.com/eg/en/interior-design-decor-tanta-en/,"Interior design and décor in Tanta, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-tanta-en/,"Villa finishing in Tanta, Egypt",False,True
0.892,https://rukn-eltatawer.com/eg/en/interior-design-decor-tanta-en/,"Interior design and décor in Tanta, Egypt",https://rukn-eltatawer.com/eg/en/apartment-finishing-tanta-en/,"Apartment finishing in Tanta, Egypt",False,True
0.892,https://rukn-eltatawer.com/eg/en/dressing-room-mokattam-en/,"Dressing room in Mokattam, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-mokattam-en/,"Interior design and décor in Mokattam, Egypt",False,True
0.892,https://rukn-eltatawer.com/eg/en/custom-kitchens-mokattam-en/,"Custom kitchens in Mokattam, Egypt",https://rukn-eltatawer.com/eg/en/interior-design-decor-mokattam-en/,"Interior design and décor in Mokattam, Egypt",False,True
0.892,https://rukn-eltatawer.com/eg/en/interior-design-decor-mokattam-en/,"Interior design and décor in Mokattam, Egypt",https://rukn-eltatawer.com/eg/en/villa-finishing-mokattam-en/,"Villa finishing in Mokattam, Egypt",False,True
